,offense,clock,down,distance,type,start,gained,text,id,offense_score,defense_score
177,New Mexico State,Q4 9:34,2,10,Penalty,75,6,"Shotgun Fife,Logan pass incomplete short middle to Ungar,Lukas thrown to NMSU29 broken up by Cobbs,Joshua PENALTY LAT Pass Interference (Cobbs,Joshua) 6 yards from NMSU25 to NMSU31, 1ST DOWN. NO PLAY.",401757257104906506,14,42
178,New Mexico State,Q4 9:13,1,10,Pass Interception Return,69,-14,Logan Fife pass intercepted Kam Franklin return for 29 yds to the NMSU 17,401757257104908601,14,42
179,Louisiana Tech,Q4 9:6,1,10,Rushing Touchdown,83,17,Omiri Wiggins run for 17 yds for a TD (Drew Henderson KICK),401757257104909301,49,14
180,New Mexico State,Q4 9:6,1,10,Kickoff,35,-65,John Hoyet Chance kickoff for 65 yds for a touchback,401757257104909303,49,14
181,New Mexico State,Q4 9:6,1,10,Touchback,100,25,John Hoyet Chance kickoff for 65 yds for a touchback,401757257104909303,49,14
182,New Mexico State,Q4 9:6,1,10,Rush,75,2,Isaiah Rudison run for 2 yds to the NMSU 27,401757257104909305,14,49
183,New Mexico State,Q4 9:6,2,8,Pass Reception,73,3,Logan Fife pass complete to Gavin Harris for 3 yds to the NMSU 30,401757257104909306,14,49
184,New Mexico State,Q4 9:6,3,5,Penalty,70,-5,"PENALTY NMSU False Start (Nieves,Armando) 5 yards from NMSU30 to NMSU25. NO PLAY.",401757257104909307,14,49
185,New Mexico State,Q4 9:6,3,10,Rush,75,1,Logan Fife run for 1 yd to the NMSU 26,401757257104909308,14,49
186,New Mexico State,Q4 7:1,4,9,Punt,74,36,"Max Dean punt for 36 yds, fair catch by Marques Singleton Jr. at the LT 38",401757257104929801,14,49
187,Louisiana Tech,Q4 7:1,1,10,Rush,38,2,Andrew Burnette run for 2 yds to the LT 40,401757257104929803,49,14
188,Louisiana Tech,Q4 7:1,2,8,Rush,40,6,Andrew Burnette run for 6 yds to the LT 46,401757257104929804,49,14
189,Louisiana Tech,Q4 7:1,3,2,Rush,46,4,Andrew Burnette run for 4 yds to the 50 yard line for a 1ST down,401757257104929805,49,14
190,Louisiana Tech,Q4 7:1,1,10,Rush,50,4,Andrew Burnette run for 4 yds to the NMSU 46,401757257104929806,49,14
191,Louisiana Tech,Q4 7:1,2,6,Rush,54,2,Andrew Burnette run for 2 yds to the NMSU 44,401757257104929807,49,14
192,Louisiana Tech,Q4 7:1,3,4,Rush,56,5,Amani Givens run for 5 yds to the NMSU 39 for a 1ST down,401757257104929808,49,14
193,Louisiana Tech,Q4 7:1,1,10,Rush,61,5,Amani Givens run for 5 yds to the NMSU 34,401757257104929809,49,14
194,Louisiana Tech,Q4 7:1,2,5,Rush,66,4,Mason Welch run for 4 yds to the NMSU 30,401757257104929810,49,14
195,Louisiana Tech,Q4 7:1,3,1,Rush,70,6,Mason Welch run for 6 yds to the NMSU 24 for a 1ST down,401757257104929811,49,14
196,Louisiana Tech,Q4 7:1,1,10,Rush,76,-1,M. Welch takes a knee,401757257104929812,49,14
197,Louisiana Tech,Q4 0:0,2,11,Rush,75,0,M. Welch takes a knee,401757257104999901,49,14
198,Louisiana Tech,Q4 0:0,0,11,End of Game,75,0,End of 4th Quarter,401757257104999903,49,14
