,offense,clock,down,distance,type,start,gained,text,id,offense_score,defense_score
144,Louisiana Tech,Q4 11:14,1,10,Touchback,0,25,Aeron Burrell kickoff for 65 yds for a touchback,401752687104888502,20,0
145,Louisiana Tech,Q4 11:14,1,10,Penalty,25,-5,"PENALTY TECH False Start (Pierro,David) 5 yards from TECH25 to TECH20. NO PLAY.",401752687104888504,0,20
146,Louisiana Tech,Q4 11:8,1,15,Rush,20,2,Fred Robertson run for 2 yds to the LT 22,401752687104889101,0,20
147,Louisiana Tech,Q4 10:49,2,13,Pass Incompletion,22,0,Blake Baker pass incomplete to Marlion Jackson,401752687104895001,0,20
148,Louisiana Tech,Q4 10:44,3,13,Pass Incompletion,22,0,Blake Baker pass incomplete to Fred Robertson,401752687104895501,0,20
149,Louisiana Tech,Q4 10:38,4,13,Penalty,22,-5,"(10:43) punt 39 yards to the LSU39 muffed by Thomas,Zavion at LSU39 recovered by TECH Cobbs,Joshua at LSU41, End Of Play PENALTY TECH Illegal Formation 5 yards from TECH22 to TECH17. NO PLAY.",401752687104896103,0,20
150,Louisiana Tech,Q4 10:26,4,18,Punt,17,43,"John Hoyet Chance punt for 43 yds , Zavion Thomas returns for 12 yds to the LT 48",401752687104897301,0,20
151,LSU,Q4 10:26,4,18,Punt Return,60,12,"John Hoyet Chance punt for 43 yds , Zavion Thomas returns for 12 yds to the LT 48",401752687104897301,0,20
152,LSU,Q4 10:26,1,10,Penalty,48,-5,"PENALTY LSU False Start (Chester,DJ) 5 yards from TECH48 to LSU47. NO PLAY.",401752687104897304,20,0
153,LSU,Q4 10:20,1,15,Rush,53,1,Harlem Berry run for 1 yd to the LSU 48,401752687104897901,20,0
154,LSU,Q4 9:45,2,14,Sack,52,-10,Garrett Nussmeier sacked by Christian Davis for a loss of 10 yards to the LSU 38,401752687104905401,20,0
155,LSU,Q4 9:7,3,24,Timeout,62,0,"Timeout LSU, clock 09:07",401752687104909201,20,0
156,LSU,Q4 8:59,3,24,Pass Incompletion,62,0,Garrett Nussmeier pass incomplete to Zavion Thomas,401752687104914001,20,0
157,LSU,Q4 8:48,4,24,Punt,62,50,"Grant Chadwick punt for 50 yds , Dedrick Latulas returns for 14 yds to the LT 26",401752687104915101,20,0
158,Louisiana Tech,Q4 8:48,4,24,Punt Return,12,14,"Grant Chadwick punt for 50 yds , Dedrick Latulas returns for 14 yds to the LT 26",401752687104915101,20,0
159,Louisiana Tech,Q4 8:40,1,10,Rush,26,4,Blake Baker run for 4 yds to the LT 30,401752687104915901,0,20
160,Louisiana Tech,Q4 8:19,2,6,Rush,30,1,Omiri Wiggins run for 1 yd to the LT 31,401752687104918001,0,20
161,Louisiana Tech,Q4 7:42,3,5,Pass Reception,31,4,Blake Baker pass complete to Eli Finley for 4 yds to the LT 35,401752687104925701,0,20
162,Louisiana Tech,Q4 7:5,4,1,Rush,35,1,Blake Baker run for 1 yd to the LT 36 for a 1ST down,401752687104929401,0,20
163,Louisiana Tech,Q4 6:42,1,10,Rush,36,4,Blake Baker run for 4 yds to the LT 40,401752687104935701,0,20
164,Louisiana Tech,Q4 6:24,2,6,Penalty,40,12,"(06:27) No Huddle-Shotgun Baker,Blake pass incomplete short middle to Finley,Eli thrown to TECH45 PENALTY LSU Pass Interference (Weeks,West) 12 yards from TECH40 to LSU48, 1ST DOWN. NO PLAY.",401752687104937502,0,20
165,Louisiana Tech,Q4 6:7,1,10,Rush,52,9,Blake Baker run for 9 yds to the LSU 39,401752687104939201,0,20
166,Louisiana Tech,Q4 5:55,2,1,Rush,61,2,Clay Thevenin run for 2 yds to the LSU 37 for a 1ST down,401752687104944401,0,20
167,Louisiana Tech,Q4 5:31,1,10,Pass Reception,63,9,Blake Baker pass complete to Clay Thevenin for 9 yds to the LSU 28,401752687104946801,0,20
168,Louisiana Tech,Q4 5:10,2,1,Pass Incompletion,72,0,Blake Baker pass incomplete to Devin Gandy,401752687104948901,0,20
169,Louisiana Tech,Q4 5:5,3,1,Rush,72,2,Blake Baker run for 2 yds to the LSU 26 for a 1ST down,401752687104949401,0,20
170,Louisiana Tech,Q4 4:45,1,10,Pass Incompletion,74,0,Blake Baker pass incomplete to Marlion Jackson,401752687104955401,0,20
171,Louisiana Tech,Q4 4:34,2,10,Sack,74,-7,Blake Baker sacked for a loss of 7 yards to the LSU 33,401752687104956501,0,20
172,Louisiana Tech,Q4 4:2,3,17,Passing Touchdown,67,33,Devin Gandy 33 Yd pass from Blake Baker (Drew Henderson Kick),401752687104959701,7,20
173,LSU,Q4 4:2,1,10,Timeout,50,0,"Timeout LSU, clock 04:02",401752687104959704,20,0
174,LSU,Q4 3:52,1,10,Kickoff,35,-57,"Drew Henderson kickoff for 57 yds , Barion Brown return for 42 yds to the 50 yard line",401752687104964701,7,20
175,LSU,Q4 3:52,1,10,Kickoff Return (Offense),92,42,"Drew Henderson kickoff for 57 yds , Barion Brown return for 42 yds to the 50 yard line",401752687104964701,7,20
176,LSU,Q4 3:47,1,10,Rush,50,1,Harlem Berry run for 1 yd to the LT 49,401752687104965201,20,7
177,LSU,Q4 3:46,2,9,Timeout,49,0,"Timeout Louisiana Tech, clock 03:46",401752687104965301,20,7
178,LSU,Q4 3:41,2,9,Rush,49,43,Harlem Berry run for 43 yds to the LT 6 for a 1ST down,401752687104965801,20,7
179,LSU,Q4 3:1,1,6,Penalty,6,3,"(03:06) Shotgun Berry,Harlem rush middle for 1 yard gain to the TECH05 (Fields,Kolbe; Shelby Jr.,Jhamal) PENALTY TECH Illegal Substitution 3 yards from TECH06 to TECH03. NO PLAY.",401752687104969802,20,7
180,LSU,Q4 2:43,1,3,Rush,3,1,Kaleb Jackson run for 1 yd to the LT 2,401752687104975601,20,7
181,LSU,Q4 2:6,2,2,Rush,2,0,Harlem Berry run for no gain to the LT 2,401752687104979301,20,7
182,LSU,Q4 2:6,3,2,Timeout,2,0,"Timeout Louisiana Tech, clock 02:06",401752687104979302,20,7
183,LSU,Q4 2:0,3,2,Rush,2,0,Harlem Berry run for no gain to the LT 2,401752687104979901,20,7
184,LSU,Q4 2:0,4,2,Timeout,2,0,"Timeout LSU, clock 02:00",401752687104979902,20,7
185,LSU,Q4 1:55,4,2,Field Goal Good,2,19,Damian Ramos 19 Yd Field Goal ,401752687104984401,23,7
186,Louisiana Tech,Q4 1:55,1,10,Kickoff,65,-65,Aeron Burrell kickoff for 65 yds for a touchback,401752687104984402,23,7
187,Louisiana Tech,Q4 1:55,1,10,Touchback,0,25,Aeron Burrell kickoff for 65 yds for a touchback,401752687104984402,23,7
188,Louisiana Tech,Q4 1:51,1,10,Rush,25,-2,Andrew Burnette run for a loss of 2 yards to the LT 23,401752687104984801,7,23
189,Louisiana Tech,Q4 1:27,2,12,Pass Incompletion,23,0,Blake Baker pass incomplete to Devin Gandy,401752687104987201,7,23
190,Louisiana Tech,Q4 1:21,3,12,Rush,23,6,Andrew Burnette run for 6 yds to the LT 29,401752687104987801,7,23
191,Louisiana Tech,Q4 0:36,4,6,Punt,29,46,John Hoyet Chance punt for 46 yds,401752687104996303,7,23
192,LSU,Q4 0:0,1,10,Rush,60,-1,(00:36) Kneel down by LSU at LSU39 for loss of 1 yard.,401752687104999901,23,7
193,LSU,Q4 0:0,0,10,End of Game,60,-1,End of 4th Quarter,401752687104999902,23,7
