,offense,clock,down,distance,type,start,gained,text,id,offense_score,defense_score
34,Western Kentucky,Q1 1:37,1,10,Rush,20,-10,(01:39) Shotgun #11 L.Wright rush middle for 10 yards loss to the LAT30 (#94 E.Oguns),401757286153,3,7
35,Western Kentucky,Q1 1:9,2,20,Pass Reception,30,15,"(01:14) Shotgun #16 R.Tisdale Jr. pass complete short middle to #15 J.Wolf caught at LAT14, for 15 yards to the LAT15 (#8 J.Fields)",401757286157,3,7
36,Western Kentucky,Q1 1:9,3,5,Pass Reception,15,15,"(01:09) Shotgun #16 R.Tisdale Jr. pass complete short right to #11 L.Wright caught at LAT08, for 15 yards to the LAT00 TOUCHDOWN, clock 01:09, 1ST DOWN #39 J.Cannon kick attempt good (H: #18 C.Maynard, LS: #55 R.Robich)",401757286162,10,7
37,Louisiana Tech,Q1 1:9,1,10,Kickoff,65,-65,"(01:09) #42 J.Cassidy kickoff 65 yards to the LAT00, Touchback",401757286173,10,7
38,Louisiana Tech,Q1 1:9,1,10,Touchback,0,25,"(01:09) #42 J.Cassidy kickoff 65 yards to the LAT00, Touchback",401757286173,10,7
39,Louisiana Tech,Q1 0:54,1,10,Pass Reception,25,6,"(01:09) Shotgun #5 B.Baker pass complete short right to #22 O.Wiggins caught at LAT22, for 6 yards to the LAT31 (#26 J.Eugene Jr.)",401757286176,7,10
40,Louisiana Tech,Q1 0:36,2,4,Pass Reception,31,2,"(00:54) Shotgun #5 B.Baker pass complete short middle to #84 E.Finley caught at LAT29, for 2 yards to the LAT33 (#17 D.Herard)",401757286181,7,10
41,Louisiana Tech,Q1 0:19,3,2,Rush,33,4,"(00:19) Shotgun #22 O.Wiggins rush middle for 4 yards gain to the LAT37 (#7 J.Lewis; #8 M.Malone), 1ST DOWN",401757286186,7,10
42,Louisiana Tech,Q1 0:0,3,2,End Period,33,4,End of 1st quarter.,401757286192,7,10
43,Louisiana Tech,Q2 15:0,1,10,Rush,37,8,(15:00) Shotgun #0 A.Burnette rush middle for 8 yards gain to the LAT45 (#44 H.Holloman),401757286196,7,10
44,Louisiana Tech,Q2 15:0,2,2,Rush,45,2,"Shotgun #0 A.Burnette rush right for 2 yards gain to the LAT47 (#8 M.Malone), 1ST DOWN",401757286202,7,10
45,Louisiana Tech,Q2 15:0,1,10,Pass Incompletion,47,0,Shotgun #5 B.Baker pass incomplete deep middle to #11 J.Mickens thrown to WKU30,401757286206,7,10
46,Louisiana Tech,Q2 15:0,2,10,Pass Reception,47,6,"Shotgun #5 B.Baker pass complete short left to #22 O.Wiggins caught at LAT42, for 6 yards to the WKU47 (#12 J.Mack)",401757286209,7,10
47,Louisiana Tech,Q2 15:0,3,4,Rush,53,3,Shotgun #5 B.Baker rush middle for 3 yards gain to the WKU44 (#21 J.Wester; #8 M.Malone),401757286214,7,10
48,Louisiana Tech,Q2 12:43,4,1,Rush,56,0,"Shotgun #22 O.Wiggins rush middle for 0 yards to the WKU44 (#93 R.Su'a-Filo), TURNOVER ON DOWNS",401757286218,7,10
